City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,idri,27.5,13.2667,302.09,23,0,3.5,LY,1691701274
287,pitimbu,-7.4706,-34.8086,298.48,79,10,5.87,BR,1691701494
288,tamanrasset,22.785,5.5228,304.1,8,0,4.12,DZ,1691701005
289,kerema,-7.9631,145.7785,296.34,84,88,0.89,PG,1691701494
290,yermentau,51.6214,73.1069,286.77,90,100,4.85,KZ,1691701494
291,jamestown,42.097,-79.2353,299.27,52,40,6.69,US,1691700809
292,okha,53.5739,142.9478,285.72,89,100,4.37,RU,1691701000
293,ca mau,9.1769,105.15,299.32,86,9,2.46,VN,1691701495
294,bikenibeu village,1.3673,173.1241,303.13,74,40,1.54,KI,1691701495
295,ulsteinvik,62.3432,5.8487,286.9,90,100,1.79,NO,1691701194
296,lauchhammer,51.5,13.8,290.89,75,18,1.29,DE,1691701495
297,baardheere,2.3446,42.2764,297.7,66,93,7.52,SO,1691701495
298,kuringen,50.9439,5.3052,293.96,74,1,1.54,BE,1691701495
299,mhamid,29.82,-5.72,311.27,8,5,4.47,MA,1691700979
300,el vigia,8.6219,-71.6506,304.03,65,89,3.06,VE,1691701495
301,bayramaly,37.6185,62.1671,303.01,23,0,2.64,TM,1691701496
302,grand-lahou,5.1367,-5.0242,296.79,88,98,3.8,CI,1691700996
303,palikir - national government center,6.9248,158.1611,297.56,94,75,0.0,FM,1691700973
304,sungailiat,-1.85,106.1333,298.84,79,63,4.0,ID,1691701444
305,pisco,-13.7,-76.2167,295.18,64,20,7.72,PE,1691700979
306,sao vicente,-23.9631,-46.3919,303.25,56,75,2.57,BR,1691701181
307,traverse city,44.7631,-85.6206,298.19,43,40,6.69,US,1691701307
308,smithers,54.7804,-127.1743,292.33,52,75,2.06,CA,1691701201
309,fale old settlement,-9.3852,-171.2468,300.77,77,90,4.98,TK,1691700972
310,puerto cabezas,14.0351,-83.3888,305.13,74,40,3.09,NI,1691701190
311,sos'va,59.1766,61.8558,284.37,80,26,2.53,RU,1691701496
312,afaahiti,-17.75,-149.2833,299.08,69,50,7.76,PF,1691700984
313,rio gallegos,-51.6226,-69.2181,276.18,100,100,6.17,AR,1691700983
314,hamina,60.5697,27.1979,286.75,82,37,1.66,FI,1691701496
315,dadukou,26.5479,101.7054,294.89,96,100,0.42,CN,1691701496
316,mount pearl,47.5166,-52.7813,294.24,89,75,4.12,CA,1691701001
317,quepos,9.4236,-84.1652,301.66,79,100,1.32,CR,1691701497
318,wangkui,46.8333,126.5,291.42,95,19,2.33,CN,1691701497
319,howrah,22.5892,88.3103,300.15,89,75,3.09,IN,1691701017
320,luderitz,-26.6481,15.1594,292.68,55,14,0.16,NA,1691700983
321,general cabrera,-32.8131,-63.8724,295.96,37,1,5.73,AR,1691701497
322,holualoa,19.6228,-155.9522,300.06,76,0,4.12,US,1691701028
323,karaidel',55.8337,56.9069,286.81,94,26,2.15,RU,1691701497
324,barra de santo antonio,-9.4047,-35.5072,296.75,84,8,3.93,BR,1691701498
325,namibe,-15.1961,12.1522,289.16,89,20,3.79,AO,1691701013
326,ust'-kulom,61.6864,53.6902,286.38,75,5,1.31,RU,1691701498
327,sur,22.5667,59.5289,303.47,62,100,3.38,OM,1691701498
328,blitar,-8.0983,112.1681,291.6,94,45,0.75,ID,1691701498
329,sao jose da coroa grande,-8.8978,-35.1478,297.04,80,6,3.58,BR,1691701498
330,okhotsk,59.3833,143.3,287.09,85,95,2.75,RU,1691700988
331,puerto lempira,15.2667,-83.7667,305.23,62,40,4.12,HN,1691700975
332,mccomb,31.2438,-90.4531,310.38,36,0,4.12,US,1691701499
333,nelson bay,-32.7167,152.15,284.82,77,0,4.02,AU,1691700931
334,hasaki,35.7333,140.8333,299.42,88,14,5.03,JP,1691700938
335,qaqortoq,60.7167,-46.0333,280.98,75,86,2.0,GL,1691700975
336,concepcion,-36.827,-73.0498,286.04,71,75,6.17,CL,1691701504
337,sao joao da barra,-21.6403,-41.0511,297.2,83,8,7.54,BR,1691701504
338,mount isa,-20.7333,139.5,281.02,87,6,0.0,AU,1691701010
339,shubarshi,48.5872,57.1869,295.84,39,0,2.1,KZ,1691701505
340,tobelo,1.7284,128.0095,298.5,83,82,3.28,ID,1691701257
341,taroa,8.7058,171.2275,300.78,74,33,5.42,MH,1691701505
342,fort bragg,35.139,-79.006,305.06,57,40,5.66,US,1691700980
343,stephenville,32.2207,-98.2023,316.07,24,0,1.79,US,1691701220
344,limavady,55.0504,-6.9507,293.02,83,40,3.09,GB,1691701506
345,bubaque,11.2833,-15.8333,300.26,83,100,6.1,GW,1691700981
346,caleta de carquin,-11.0925,-77.6267,293.74,74,17,5.83,PE,1691701199
347,sinabang,2.4803,96.3801,299.13,84,100,2.18,ID,1691701010
348,aral,40.5156,81.2636,301.52,30,6,4.85,CN,1691701014
349,fort stockton,30.894,-102.8793,315.18,15,75,3.09,US,1691701506
350,zheleznogorsk-ilimskiy,56.5768,104.1217,286.28,90,100,1.17,RU,1691701506
351,kapuskasing,49.4169,-82.4331,293.2,63,75,5.66,CA,1691701014
352,kalmunai,7.4167,81.8167,299.7,80,98,2.43,LK,1691700987
353,ometepec,16.6833,-98.4167,306.36,48,53,3.38,MX,1691701507
354,grand gaube,-20.0064,57.6608,293.92,76,10,4.56,MU,1691701507
355,areia branca,-4.9561,-37.1369,304.26,76,10,7.6,BR,1691701507
356,baijiantan,45.6333,85.1833,301.36,33,67,1.79,CN,1691701507
357,kill devil hills,36.0307,-75.676,304.15,77,40,12.35,US,1691701507
358,acapulco de juarez,16.8634,-99.8901,304.61,65,82,3.37,MX,1691701288
359,galliano,29.4422,-90.2992,310.37,55,0,7.2,US,1691700987
360,saipan,15.1355,145.701,298.54,94,100,3.09,MP,1691701000
361,as sulaymaniyah,35.5611,45.4375,308.39,12,0,4.63,IQ,1691701508
362,terrace,54.5163,-128.6035,292.16,72,75,5.66,CA,1691701081
363,peterhead,57.5058,-1.7981,291.18,95,3,5.8,GB,1691701508
364,novodvinsk,64.4165,40.8122,291.02,83,12,1.04,RU,1691701246
365,jiuquan,39.7432,98.5174,292.01,57,0,1.11,CN,1691701508
366,conel,6.2022,125.1872,296.73,91,99,0.6,PH,1691701509
367,walvis bay,-22.9575,14.5053,287.09,94,55,3.6,NA,1691701028
368,reggane,26.7158,0.1714,311.14,11,0,4.91,DZ,1691701018
369,noosa heads,-26.3833,153.15,286.12,79,0,4.85,AU,1691701509
370,quellon,-43.1167,-73.6167,280.29,81,75,8.23,CL,1691701007
371,inyonga,-6.7167,32.0667,293.23,42,2,2.04,TZ,1691701510
372,talcahuano,-36.7167,-73.1167,285.97,76,75,6.17,CL,1691701179
373,gisborne,-38.6533,178.0042,281.32,73,85,6.81,NZ,1691701300
374,cidreira,-30.1811,-50.2056,290.77,97,36,4.1,BR,1691700980
375,baiti,13.745,-14.7482,300.84,78,100,5.76,SN,1691701510
376,al kharijah,25.4514,30.5464,304.76,21,0,4.5,EG,1691701034
377,fougamou,-1.2154,10.5838,297.51,80,36,1.99,GA,1691701510
378,villeneuve-sur-lot,44.5,0.6667,295.18,74,23,3.19,FR,1691701511
379,axim,4.8699,-2.2405,297.26,86,81,3.39,GH,1691700967
380,coquimbo,-29.9533,-71.3436,290.0,77,75,7.2,CL,1691701016
381,lincheng,19.9078,109.6858,300.9,75,70,4.63,CN,1691701512
382,maffra,-37.9667,146.9833,278.24,84,25,2.82,AU,1691701512
383,chibougamau,49.9168,-74.3659,293.94,68,100,7.2,CA,1691701001
384,fortuna,40.5982,-124.1573,294.78,77,100,5.14,US,1691700984
385,kununurra,-15.7667,128.7333,287.14,88,55,2.06,AU,1691701010
386,mineros,-17.1167,-63.2333,309.15,26,0,5.28,BO,1691701512
387,nagqu,31.5,92.0,279.49,94,100,1.54,CN,1691701017
388,redwood falls,44.5394,-95.1169,300.16,61,0,5.14,US,1691701233
389,bishkul,54.7803,69.1033,287.57,57,96,5.23,KZ,1691701349
390,bayanhongor,46.7167,100.1167,282.01,79,4,1.62,MN,1691701512
391,pimentel,-6.8367,-79.9342,298.31,65,40,7.72,PE,1691701513
392,kiselevsk,53.99,86.6621,288.58,68,100,1.99,RU,1691701513
393,tabou,4.423,-7.3528,297.43,84,100,4.14,CI,1691701186
394,antsiranana,-12.2787,49.2917,295.14,78,0,4.46,MG,1691701014
395,camargo,27.6667,-105.1667,309.34,19,90,2.52,MX,1691701514
396,choibalsan,48.0667,114.5,291.04,80,90,2.62,MN,1691700994
397,aitape,-3.1374,142.3475,300.61,79,99,5.88,PG,1691701256
398,lazaro cardenas,17.9583,-102.2,304.66,62,75,3.54,MX,1691700884
399,farasan,16.7022,42.1183,304.18,75,46,0.63,SA,1691701514
400,kone,-21.0595,164.8658,289.93,60,0,2.26,NC,1691701014
401,porbandar,21.6422,69.6093,300.16,81,100,7.13,IN,1691701514
402,hohhot,40.8106,111.6522,294.31,94,0,2.0,CN,1691701427
403,nenjiang,49.1833,125.2167,289.23,96,0,2.12,CN,1691701278
404,beykonak,36.3257,30.303,299.54,80,0,2.11,TR,1691701514
405,chakari,-18.0629,29.8925,288.32,65,66,3.9,ZW,1691701515
406,berezovyy,51.6667,135.7,288.46,78,16,0.72,RU,1691701027
407,hwange,-18.3693,26.5019,289.29,46,3,1.13,ZW,1691701515
408,sisimiut,66.9395,-53.6735,280.76,90,100,4.34,GL,1691701260
409,calvi,42.5,8.8333,293.5,83,75,1.03,FR,1691701515
410,trairi,-3.2778,-39.2689,298.68,80,8,5.7,BR,1691701515
411,belyy yar,53.6039,91.3903,287.09,88,0,2.0,RU,1691701515
412,saint-leu,-21.15,55.2833,292.63,90,4,1.33,RE,1691701020
413,mutum biyu,8.6333,10.7667,296.78,92,100,0.97,NG,1691701515
414,palmer,42.1584,-72.3287,295.9,89,100,5.14,US,1691701516
415,queenstown,-31.8976,26.8753,285.41,49,0,2.4,ZA,1691701516
416,irtyshsk,53.3333,75.4572,288.7,65,100,4.78,KZ,1691701516
417,piti village,13.4626,144.6933,299.64,91,100,5.14,GU,1691700982
418,nantucket,41.2835,-70.0995,297.67,69,0,5.14,US,1691701342
419,berdigestyakh,62.0989,126.6992,286.86,84,0,2.87,RU,1691701296
420,douz,33.4663,9.0203,301.79,26,0,4.8,TN,1691701516
421,harstad,68.799,16.5293,289.05,76,100,2.68,NO,1691701517
422,derzhavinsk,51.1,66.3167,290.03,63,83,5.06,KZ,1691701517
423,ratnagiri,16.9833,73.3,298.97,86,65,1.85,IN,1691701517
424,zara,44.1197,15.2422,294.49,60,0,2.06,HR,1691701517
425,bansud,12.865,121.4564,299.22,83,100,1.15,PH,1691701517
426,markovo,57.3206,107.0881,289.19,96,100,2.53,RU,1691701517
427,howard springs,-12.497,131.047,295.1,69,93,2.97,AU,1691701517
428,aspen,39.1911,-106.8175,299.73,22,75,5.14,US,1691701247
429,selma,36.5708,-119.6121,307.17,37,20,2.57,US,1691701518
430,trinidad,-14.8333,-64.9,308.14,43,20,5.14,BO,1691701518
431,cepu,-7.1475,111.5906,293.75,83,64,1.83,ID,1691701518
432,san agustin de valle fertil,-30.6335,-67.4682,295.91,16,3,2.28,AR,1691701519
433,nuku'alofa,-21.1333,-175.2,296.34,88,75,3.09,TO,1691701003
434,victoria point,-27.5833,153.3,287.56,79,0,2.49,AU,1691701519
435,lewistown,40.5992,-77.5714,299.4,73,75,2.57,US,1691701519
436,port hedland,-20.3167,118.5667,290.18,77,1,3.09,AU,1691701519
437,maxixe,-23.8597,35.3472,290.27,73,0,2.92,MZ,1691701519
438,tofol,5.3248,163.0078,301.67,72,93,2.31,FM,1691701188
439,loiza,18.4313,-65.8802,306.09,72,40,4.63,PR,1691701520
440,colchani,-20.3,-66.9333,281.7,21,0,2.57,BO,1691701012
441,pyhajarvi,67.0701,27.2176,286.1,90,7,1.4,FI,1691701520
442,princeville,45.7668,-61.2985,292.93,85,100,8.23,CA,1691701520
443,vicksburg,32.3526,-90.8779,309.97,47,40,5.14,US,1691701520
444,saldanha,-33.0117,17.9442,286.18,76,0,2.9,ZA,1691701293
445,la'ie,21.6477,-157.9253,304.13,67,63,8.08,US,1691701238
446,labytnangi,66.6572,66.4183,281.49,85,3,1.97,RU,1691701521
447,korla,41.7597,86.1469,301.71,24,0,4.13,CN,1691701188
448,plastun,44.7561,136.2939,289.76,98,100,2.17,RU,1691700995
449,bumba,2.1833,22.4667,295.96,92,100,1.11,CD,1691701521
450,santa ana de yacuma,-13.75,-65.4333,308.12,41,40,6.17,BO,1691701521
451,cuyo,10.8525,121.0086,301.08,80,99,4.74,PH,1691701521
452,dudinka,69.4058,86.1778,285.72,53,75,11.05,RU,1691700995
453,mar del plata,-38.0023,-57.5575,290.16,94,100,4.63,AR,1691701519
454,iquique,-20.2208,-70.1431,292.17,77,30,4.34,CL,1691701125
455,camarinas,43.1311,-9.1817,294.78,91,66,3.76,ES,1691701521
456,alpine,32.835,-116.7664,302.97,57,28,1.79,US,1691701522
457,santa elena,-2.2333,-80.85,300.9,74,20,5.14,EC,1691701522
458,zouerate,22.7187,-12.4521,310.62,16,93,4.21,MR,1691701017
459,phetchabun,16.25,101.0833,297.22,96,99,0.6,TH,1691701522
460,mersa matruh,31.3525,27.2453,300.26,61,0,5.14,EG,1691701522
461,freetown,8.484,-13.2299,297.99,88,75,4.12,SL,1691701522
462,brooks,50.5834,-111.8851,296.14,45,48,2.57,CA,1691701242
463,souillac,-20.5167,57.5167,293.36,88,20,1.54,MU,1691701280
464,jiguani,20.3667,-76.4272,303.03,70,66,2.9,CU,1691701522
465,dhahran,26.3032,50.1353,307.64,55,0,1.54,SA,1691701523
466,djibo,14.1022,-1.6306,301.5,68,71,6.67,BF,1691701523
467,richlands,37.0932,-81.7937,296.18,83,75,2.57,US,1691701481
468,natal,-5.795,-35.2094,298.51,88,40,6.69,BR,1691700987
469,dolinsk,47.35,142.8,286.64,98,100,5.14,RU,1691701523
470,tionk essil,12.7856,-16.5217,302.18,77,100,4.76,SN,1691701249
471,angaur state,6.906,134.13,301.17,80,77,8.26,PW,1691701523
472,opuwo,-18.0607,13.84,291.75,32,0,2.64,NA,1691701243
473,usogorsk,63.4106,48.6872,290.31,78,4,2.17,RU,1691700996
474,piterka,50.6803,47.4454,297.22,37,95,2.91,RU,1691701523
475,hun,29.1268,15.9477,301.01,42,0,5.65,LY,1691701524
476,aykhal,66.0,111.5,288.56,88,100,2.17,RU,1691701008
477,eastham,41.8301,-69.9739,299.16,73,0,3.09,US,1691701524
478,tshela,-4.9833,12.9333,294.56,88,37,1.07,CD,1691701524
479,patterson,37.4716,-121.1297,305.23,15,0,0.78,US,1691701524
480,phan rang-thap cham,11.5667,108.9833,298.5,84,8,1.68,VN,1691701525
481,jabal os saraj,35.1183,69.2378,293.27,41,0,4.54,AF,1691701525
482,al wakrah,24.85,51.3333,308.2,70,0,5.45,QA,1691701479
483,bodaybo,57.8506,114.1933,289.62,97,99,1.0,RU,1691701525
484,road town,18.4167,-64.6167,305.17,70,40,4.63,VG,1691701327
485,quelimane,-17.8786,36.8883,293.12,88,20,2.24,MZ,1691700997
486,polessk,54.862,21.1028,286.46,72,100,1.46,RU,1691701525
487,prince rupert,54.3161,-130.3201,291.2,83,75,7.72,CA,1691700927
488,saudarkrokur,65.7461,-19.6394,280.34,88,98,4.44,IS,1691701525
489,taro,-8.3862,115.28,292.15,85,68,1.59,ID,1691701525
490,mirnyy,62.5353,113.9611,289.95,72,100,4.02,RU,1691701525
491,santa ines,-3.6667,-45.38,302.0,56,33,2.34,BR,1691701389
492,yerofey pavlovich,53.9667,121.9667,289.96,74,100,1.66,RU,1691701526
493,chita,52.0333,113.55,289.09,100,75,1.0,RU,1691701526
494,los osos,35.3111,-120.8324,300.65,68,100,3.58,US,1691701526
495,klaksvik,62.2266,-6.589,284.66,90,51,6.71,FO,1691701248
496,znamenskoye,57.1281,73.8282,285.31,86,100,3.78,RU,1691701526
497,dwarka,22.2394,68.9678,300.39,82,99,7.83,IN,1691701193
498,akureyri,65.6835,-18.0878,282.11,76,40,5.14,IS,1691701526
499,kualakapuas,-3.0091,114.3876,294.56,87,90,1.36,ID,1691701527
500,tocopilla,-22.092,-70.1979,292.89,71,81,7.55,CL,1691701527
501,inhambane,-23.865,35.3833,291.07,70,0,3.39,MZ,1691701035
502,santiago de cao,-7.9589,-79.2392,294.22,88,75,5.14,PE,1691701527
503,erenhot,43.6475,111.9767,296.84,55,35,3.43,CN,1691701527
504,miles city,46.4083,-105.8406,304.69,20,40,9.26,US,1691701527
505,kuqa,41.7278,82.9364,302.64,24,98,1.9,CN,1691701273
506,tasqala,51.1167,50.3167,297.23,34,45,2.84,KZ,1691701527
507,jinchang,38.4953,102.1739,291.94,80,100,0.83,CN,1691701527
508,malinyi,-8.9333,36.1333,294.51,48,76,1.38,TZ,1691701527
509,artesia,33.8658,-118.0831,301.69,73,100,3.6,US,1691701528
510,suntar,62.1444,117.6319,290.1,78,94,2.38,RU,1691700982
511,ancud,-41.8697,-73.8203,281.19,75,98,8.21,CL,1691700927
512,guane,22.2025,-84.0875,306.09,58,25,2.08,CU,1691701528
513,yarmouth,41.7057,-70.2286,298.72,83,0,4.63,US,1691701188
514,vilyuysk,63.7553,121.6247,286.72,77,11,2.71,RU,1691701016
515,lorengau,-2.0226,147.2712,300.21,80,100,6.43,PG,1691701256
516,illizi,26.4833,8.4667,305.04,13,0,4.2,DZ,1691701336
517,guozhen,34.3659,107.359,298.01,90,98,0.74,CN,1691701528
518,khairagarh,26.95,77.8167,301.75,67,25,4.5,IN,1691701528
519,mili,6.0815,171.735,301.63,75,45,4.72,MH,1691700981
520,al ghayzah,16.2079,52.176,298.73,91,100,4.87,YE,1691700980
521,picassent,39.3667,-0.45,301.78,82,75,5.66,ES,1691701529
522,pacific grove,36.6177,-121.9166,297.95,77,0,5.14,US,1691701019
523,colonia,50.9333,6.95,293.69,74,0,1.03,DE,1691701009
524,arkhangel'sk,64.5401,40.5433,291.21,81,12,1.13,RU,1691701529
525,nemuro,43.3236,145.575,292.19,99,100,5.88,JP,1691701018
526,ramhormoz,31.28,49.6035,311.2,21,3,1.38,IR,1691701529
527,kuala belait,4.5833,114.1833,298.24,90,94,2.53,BN,1691701529
528,gonzales,30.2385,-90.9201,311.26,47,40,3.09,US,1691701529
529,mogoytuy,51.2833,114.9167,288.43,97,100,1.54,RU,1691701529
530,albina,5.5,-54.05,301.54,68,78,3.14,SR,1691701530
531,novobod,39.0108,70.1508,293.95,38,0,0.08,TJ,1691701530
532,ketchikan,55.3422,-131.6461,289.41,88,100,6.17,US,1691701530
533,bhamo,24.2667,97.2333,297.1,99,100,0.33,MM,1691701530
534,lhuentse,27.6679,91.1839,295.51,96,100,0.43,BT,1691701530
535,peniche,39.3558,-9.3811,294.32,88,0,4.41,PT,1691701193
536,polyarnyy,69.1989,33.4478,290.25,73,0,5.2,RU,1691700997
537,bacalar,18.6667,-88.3833,307.92,46,63,3.55,MX,1691700977
538,asau,46.4333,26.4,289.66,66,93,2.37,RO,1691701530
539,kaa-khem,51.6833,94.7333,288.37,70,11,2.64,RU,1691700990
540,kuta,-8.7233,115.1723,296.12,88,20,1.54,ID,1691701530
541,skovorodino,53.9833,123.9167,288.16,92,84,1.78,RU,1691701530
542,buka,40.8108,69.1986,297.64,30,0,1.5,UZ,1691700988
543,yetkul',54.8221,61.588,286.67,84,61,3.14,RU,1691701531
544,buturlino,55.5667,44.8974,293.95,79,55,0.38,RU,1691701531
545,sangola,17.4333,75.2,297.25,76,98,4.57,IN,1691701531
546,kattivakkam,13.2167,80.3167,300.41,81,100,4.98,IN,1691701010
547,sucre,-19.0333,-65.2627,297.42,6,0,3.78,BO,1691701086
548,portland,45.5234,-122.6762,301.28,43,40,4.12,US,1691700875
549,isiro,2.7739,27.616,292.95,99,100,0.92,CD,1691701531
550,paulden,34.8856,-112.4682,307.29,32,14,3.58,US,1691701531
551,shiyan,32.6475,110.7781,296.13,93,40,1.04,CN,1691701531
552,loukhi,66.0764,33.0381,288.27,89,3,2.21,RU,1691701532
553,urengoy,65.9667,78.3667,282.59,71,4,9.73,RU,1691701259
554,kisangani,0.5167,25.2,297.04,84,100,1.41,CD,1691701532
555,lugovoye,42.9094,72.7178,297.82,39,12,3.53,KZ,1691701532
556,newman,37.3138,-121.0208,308.74,15,1,3.7,US,1691701532
557,atar,20.5169,-13.0499,312.07,16,50,5.19,MR,1691701532
558,chuzhou,32.3219,118.2978,296.97,81,0,0.22,CN,1691701533
559,kendari,-3.945,122.4989,295.17,93,75,1.12,ID,1691701012
560,diawara,15.022,-12.5437,305.69,51,90,5.99,SN,1691701533
561,constitucion,-35.3333,-72.4167,284.65,86,99,3.18,CL,1691701533
562,minas de marcona,-15.2119,-75.1103,288.33,75,26,6.9,PE,1691701032
563,cantemir,46.2781,28.2008,292.34,48,97,1.89,MD,1691701533
564,thomaston,32.8882,-84.3266,306.53,52,40,5.14,US,1691701533
565,bafq,31.6128,55.4107,301.85,15,0,2.17,IR,1691701006
566,santana,-0.0583,-51.1817,305.25,58,20,6.69,BR,1691701015
567,ierapetra,35.01,25.7353,299.9,46,0,4.92,GR,1691701533
568,peruibe,-24.32,-46.9983,293.22,93,83,2.6,BR,1691701534
569,colon,9.3592,-79.9014,300.92,85,100,3.01,PA,1691701534
570,montevideo,-34.8335,-56.1674,291.16,77,75,2.57,UY,1691701534
571,kirakira,-10.4544,161.9205,297.73,84,94,6.8,SB,1691701534
572,semporna,4.4818,118.6112,299.1,82,96,1.61,MY,1691701534
573,nabire,-3.3667,135.4833,297.12,88,85,1.51,ID,1691701534
574,hailar,49.2,119.7,288.77,85,100,3.47,CN,1691701534
